,idnr,country,repbas,closdate,closdate_year,accpra,months,unit,currency,exchrate,exchrate2,fias,ifas,tfas,ofas,cuas,stok,debt,ocas,cash,toas,shfd,capi,osfd,ncli,ltdb,oncl,prov,culi,loan,cred,ocli,tshf,wkca,ncas,enva,empl,opre,turn,cost,gros,oope,oppl,fire,fiex,fipl,plbt,taxa,plat,exre,exex,extr,pl,expt,mate,staf,depr,inte,rd,cf,av,ebit,ebta,rshf,rcem,rtas,cfop,prma,grma,etma,ebma,nat,ic,stot,coll,crpe,exop,curr,liqr,shlq,solr,gear,ppe,tpe,sct,ace,sfpe,wcpe,tape,compcat,idnr,accnr,ofnbr,name,name_nat,address,address_nat,zipcode,city,city_nat,region,region_nat,country,cntrycde,phone,fax,email,lstatus,statusdate,statusdate_year,type,dateinc,dateinc_year,quoted,repbas_header,consol,typacc,lastyear,numyears,updnum,ipsource,indepind,compcat,trdesen,tradedes,pgid,pgname,pgdesc,pgsize,statusdate_char,dateinc_char,name_short
21,BE0419250133,BELGIUM,Unconsolidated data,2010-12-31,2010.0,Local GAAP,12.0,0.0,EUR,1.336898446,1.0,5473998.0,2162630.0,3306408.0,4960.0,19507520.0,6125712.0,11888464.0,1493343.0,1311371.0,24981518.0,6830527.0,36353000.0,-29522473.0,3813548.0,36367.0,3777181.0,3777181.0,14337442.0,4502125.0,9454657.0,380660.0,24981518.0,8559519.0,5170078.0,,60.0,86462818.0,86459003.0,,,,-3605895.0,29793.0,825238.0,-795445.0,-4401339.0,-30.0,-4401309.0,,258578.0,-258578.0,-4659887.0,,81215905.0,3452104.0,1566523.0,769699.0,,-3093364.0,1128409.0,-3605895.0,-2039372.0,-64.44,-34.12,-17.62,-3.58,-5.09,,-2.36,-4.17,8.12,-4.69,14.12,49.0,39.0,,1.36,0.93,1.79,27.34,121.74,-73.0,1441.0,3.99,58.0,114.0,143.0,416.0,LARGE,BE0419250133,BE0419250133U,2.016.326.924,FRIESLANDCAMPINA BELGIUM CHEESE,FRIESLANDCAMPINA BELGIUM CHEESE,VENECOLAAN 17,VENECOLAAN 17,9880,AALTER,AALTER,Ghent,Ghent,BELGIUM,BE,+32 51 51 99 00,+32 51 50 22 91,,Active,,,Limited company by shares - SA/NV,1979-02-21,1979.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,National Bank of Belgium,D,LARGE,,,46331,4633 VL,"Wholesale of dairy products, eggs and edible oils and fats (Very Large Companies)",1555.0,,21/02/1979,FRICAMP BELGIUM CHEESE
22,BE0419250133,BELGIUM,Unconsolidated data,2011-12-31,2011.0,Local GAAP,12.0,0.0,EUR,1.293899894,1.0,5798826.0,3962000.0,1833197.0,3629.0,43798100.0,0.0,8145887.0,35652213.0,30801714.0,49596926.0,10540459.0,1600000.0,8940459.0,19793389.0,18024211.0,1769178.0,1769178.0,19263078.0,12157.0,4332562.0,14918359.0,49596926.0,3813325.0,24535022.0,,17.0,40660416.0,37743869.0,,,,1508914.0,87783.0,526007.0,-438224.0,1070690.0,,1070690.0,4633086.0,1993844.0,2639242.0,3709932.0,,35314407.0,3330199.0,790409.0,526007.0,,4500341.0,,1508914.0,2299323.0,10.16,5.26,2.16,11.07,2.63,,5.66,3.71,1.34,2.87,,72.0,38.0,,2.27,2.27,0.53,21.25,187.9,63.0,2392.0,8.19,196.0,620.0,224.0,2917.0,LARGE,BE0419250133,BE0419250133U,2.016.326.924,FRIESLANDCAMPINA BELGIUM CHEESE,FRIESLANDCAMPINA BELGIUM CHEESE,VENECOLAAN 17,VENECOLAAN 17,9880,AALTER,AALTER,Ghent,Ghent,BELGIUM,BE,+32 51 51 99 00,+32 51 50 22 91,,Active,,,Limited company by shares - SA/NV,1979-02-21,1979.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,National Bank of Belgium,D,LARGE,,,46331,4633 VL,"Wholesale of dairy products, eggs and edible oils and fats (Very Large Companies)",1555.0,,21/02/1979,FRICAMP BELGIUM CHEESE
23,BE0419250133,BELGIUM,Unconsolidated data,2012-12-31,2012.0,Local GAAP,12.0,0.0,EUR,1.319399953,1.0,3591187.0,3565800.0,21758.0,3629.0,49130759.0,0.0,6987351.0,42143408.0,42094972.0,52721946.0,13649646.0,1600000.0,12049646.0,19206274.0,18000000.0,1206274.0,1206274.0,19866026.0,0.0,4709101.0,15156925.0,52721946.0,2278250.0,29264733.0,,11.0,38530017.0,35183177.0,,,,3170638.0,5379.0,488909.0,-483530.0,2687108.0,1169.0,2685939.0,573248.0,150000.0,423248.0,3109187.0,,30460088.0,1332273.0,407639.0,432056.0,,3516826.0,5282324.0,3170638.0,3578277.0,19.69,9.49,5.1,9.13,6.97,,9.29,8.23,1.17,7.34,,65.0,44.0,,2.47,2.47,0.71,25.89,140.71,244.0,3503.0,3.46,121.0,1241.0,207.0,4793.0,LARGE,BE0419250133,BE0419250133U,2.016.326.924,FRIESLANDCAMPINA BELGIUM CHEESE,FRIESLANDCAMPINA BELGIUM CHEESE,VENECOLAAN 17,VENECOLAAN 17,9880,AALTER,AALTER,Ghent,Ghent,BELGIUM,BE,+32 51 51 99 00,+32 51 50 22 91,,Active,,,Limited company by shares - SA/NV,1979-02-21,1979.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,National Bank of Belgium,D,LARGE,,,46331,4633 VL,"Wholesale of dairy products, eggs and edible oils and fats (Very Large Companies)",1555.0,,21/02/1979,FRICAMP BELGIUM CHEESE
24,BE0419250133,BELGIUM,Unconsolidated data,2013-12-31,2013.0,Local GAAP,12.0,0.0,EUR,1.379099965,1.0,3183547.0,3169600.0,10318.0,3629.0,37439343.0,0.0,8747044.0,28692299.0,28684553.0,40622890.0,18072743.0,1600000.0,16472743.0,1048776.0,0.0,1048776.0,1048776.0,21501371.0,18000000.0,3086574.0,414797.0,40622890.0,5660470.0,15937972.0,,11.0,43603843.0,39026174.0,,,,4607209.0,,361879.0,-361879.0,4245330.0,2188.0,4243142.0,222475.0,42520.0,179955.0,4423097.0,,34230540.0,1078125.0,407640.0,361879.0,,4830737.0,6272929.0,4607209.0,5014849.0,23.49,24.09,10.45,11.08,9.74,,11.5,10.57,2.28,12.73,,72.0,25.0,,1.74,1.74,17.23,44.49,105.4,386.0,3964.0,2.47,98.0,1643.0,515.0,3693.0,LARGE,BE0419250133,BE0419250133U,2.016.326.924,FRIESLANDCAMPINA BELGIUM CHEESE,FRIESLANDCAMPINA BELGIUM CHEESE,VENECOLAAN 17,VENECOLAAN 17,9880,AALTER,AALTER,Ghent,Ghent,BELGIUM,BE,+32 51 51 99 00,+32 51 50 22 91,,Active,,,Limited company by shares - SA/NV,1979-02-21,1979.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,National Bank of Belgium,D,LARGE,,,46331,4633 VL,"Wholesale of dairy products, eggs and edible oils and fats (Very Large Companies)",1555.0,,21/02/1979,FRICAMP BELGIUM CHEESE
25,BE0419250133,BELGIUM,Unconsolidated data,2014-12-31,2014.0,Local GAAP,12.0,0.0,EUR,1.214100599,1.0,2777029.0,2773400.0,0.0,3629.0,25170208.0,0.0,4946088.0,20224120.0,19129404.0,27947237.0,22128024.0,1600000.0,20528024.0,892870.0,0.0,892870.0,892870.0,4926343.0,0.0,4683001.0,243342.0,27947237.0,263087.0,20243865.0,,11.0,34873163.0,30631163.0,,,,4149543.0,371.0,120880.0,-120509.0,4029034.0,-1075.0,4030109.0,25172.0,,25172.0,4055281.0,,26717281.0,964898.0,406518.0,120643.0,,4461799.0,5546265.0,4149543.0,4556061.0,18.21,18.03,14.42,12.79,11.55,,13.07,11.9,1.52,34.4,,51.0,48.0,,5.11,5.11,24.78,79.18,4.04,366.0,3170.0,2.77,88.0,2012.0,24.0,2541.0,LARGE,BE0419250133,BE0419250133U,2.016.326.924,FRIESLANDCAMPINA BELGIUM CHEESE,FRIESLANDCAMPINA BELGIUM CHEESE,VENECOLAAN 17,VENECOLAAN 17,9880,AALTER,AALTER,Ghent,Ghent,BELGIUM,BE,+32 51 51 99 00,+32 51 50 22 91,,Active,,,Limited company by shares - SA/NV,1979-02-21,1979.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,National Bank of Belgium,D,LARGE,,,46331,4633 VL,"Wholesale of dairy products, eggs and edible oils and fats (Very Large Companies)",1555.0,,21/02/1979,FRICAMP BELGIUM CHEESE
26,BE0419250133,BELGIUM,Unconsolidated data,2015-12-31,2015.0,Local GAAP,12.0,0.0,EUR,1.088699937,1.0,2380829.0,2377200.0,0.0,3629.0,28639435.0,0.0,5323253.0,23316182.0,23256435.0,31020264.0,25069112.0,1600000.0,23469112.0,793252.0,0.0,793252.0,793252.0,5157900.0,0.0,3831994.0,1325906.0,31020264.0,1491259.0,23481535.0,,10.0,34946443.0,31943986.0,,,,2944195.0,1258.0,2257.0,-999.0,2943196.0,2108.0,2941088.0,,,,2941088.0,,28369337.0,1017617.0,396200.0,496.0,,3337288.0,4357509.0,2944195.0,3340395.0,11.74,11.38,9.49,9.55,8.42,,9.56,8.43,1.35,,,55.0,39.0,,5.55,5.55,31.6,80.82,3.16,294.0,3495.0,2.91,102.0,2507.0,149.0,3102.0,LARGE,BE0419250133,BE0419250133U,2.016.326.924,FRIESLANDCAMPINA BELGIUM CHEESE,FRIESLANDCAMPINA BELGIUM CHEESE,VENECOLAAN 17,VENECOLAAN 17,9880,AALTER,AALTER,Ghent,Ghent,BELGIUM,BE,+32 51 51 99 00,+32 51 50 22 91,,Active,,,Limited company by shares - SA/NV,1979-02-21,1979.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,National Bank of Belgium,D,LARGE,,,46331,4633 VL,"Wholesale of dairy products, eggs and edible oils and fats (Very Large Companies)",1555.0,,21/02/1979,FRICAMP BELGIUM CHEESE
27,BE0419250133,BELGIUM,Unconsolidated data,2016-12-31,2016.0,Local GAAP,12.0,0.0,EUR,1.05409956,1.0,1984629.0,1981000.0,0.0,3629.0,31910636.0,0.0,6736552.0,25174084.0,,33895265.0,28058312.0,1600000.0,26458312.0,613219.0,0.0,613219.0,613219.0,5223734.0,0.0,3902957.0,1320777.0,33895265.0,2833595.0,26686902.0,,10.0,33975866.0,30982840.0,,,,2990873.0,,760.0,-760.0,2990113.0,913.0,2989200.0,0.0,0.0,0.0,2989200.0,,28726244.0,919936.0,396200.0,172.0,,3385400.0,4306421.0,2990873.0,3387073.0,10.66,10.43,8.82,9.96,8.8,,9.97,8.8,1.19,,,71.0,41.0,,6.11,6.11,45.76,82.78,2.19,299.0,3398.0,2.71,92.0,2806.0,283.0,3390.0,LARGE,BE0419250133,BE0419250133U,2.016.326.924,FRIESLANDCAMPINA BELGIUM CHEESE,FRIESLANDCAMPINA BELGIUM CHEESE,VENECOLAAN 17,VENECOLAAN 17,9880,AALTER,AALTER,Ghent,Ghent,BELGIUM,BE,+32 51 51 99 00,+32 51 50 22 91,,Active,,,Limited company by shares - SA/NV,1979-02-21,1979.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,National Bank of Belgium,D,LARGE,,,46331,4633 VL,"Wholesale of dairy products, eggs and edible oils and fats (Very Large Companies)",1555.0,,21/02/1979,FRICAMP BELGIUM CHEESE
28,BE0419250133,BELGIUM,Unconsolidated data,2017-12-31,2017.0,Local GAAP,12.0,0.0,EUR,1.199299574,1.0,1588429.0,1584800.0,0.0,3629.0,37326782.0,0.0,7181041.0,30145741.0,30074450.0,38915211.0,32211868.0,1600000.0,30611868.0,480977.0,0.0,480977.0,480977.0,6222366.0,0.0,4047797.0,2174569.0,38915211.0,3133244.0,31104416.0,,8.0,36980028.0,32842877.0,,,,4154785.0,,418.0,-418.0,4154367.0,811.0,4153556.0,0.0,0.0,0.0,4153556.0,,30753214.0,830014.0,396200.0,,,4549756.0,,4154785.0,4550985.0,12.9,,10.68,12.3,11.23,,12.31,11.24,1.13,,,70.0,39.0,,6.0,6.0,66.97,82.77,1.49,519.0,4623.0,2.24,104.0,4026.0,392.0,4864.0,LARGE,BE0419250133,BE0419250133U,2.016.326.924,FRIESLANDCAMPINA BELGIUM CHEESE,FRIESLANDCAMPINA BELGIUM CHEESE,VENECOLAAN 17,VENECOLAAN 17,9880,AALTER,AALTER,Ghent,Ghent,BELGIUM,BE,+32 51 51 99 00,+32 51 50 22 91,,Active,,,Limited company by shares - SA/NV,1979-02-21,1979.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,National Bank of Belgium,D,LARGE,,,46331,4633 VL,"Wholesale of dairy products, eggs and edible oils and fats (Very Large Companies)",1555.0,,21/02/1979,FRICAMP BELGIUM CHEESE
29,DE5190622172,GERMANY,Unconsolidated data,2008-12-31,2008.0,Local GAAP,12.0,3.0,EUR,1.391699314,1.0,26124.0,0.0,18710.0,7414.0,16127378.0,0.0,127153.0,16000225.0,270.0,16153502.0,3155139.0,1227110.0,1928029.0,1104011.0,0.0,1104011.0,1104011.0,11894352.0,190600.0,11538388.0,165364.0,16153502.0,-11411235.0,4233026.0,,12.0,144545526.0,142284660.0,,,,-5470.0,161507.0,2465.0,159042.0,153572.0,37411.0,116161.0,,,,116161.0,,142248316.0,658527.0,5955.0,2465.0,,122116.0,820519.0,-5470.0,485.0,4.87,3.66,0.95,0.08,0.11,,0.0,0.0,33.94,-2.22,,0.0,29.0,,1.36,1.36,2.86,19.53,41.03,13.0,12045.0,0.46,55.0,263.0,,1346.0,LARGE,DE5190622172,DE5190622172U,HRB 45347 (Kln),MILCHVERWALTUNG FRIESLANDCAMPINA GERMANY GMBH,MILCHVERWALTUNG FRIESLANDCAMPINA GERMANY GMBH,GELDERNSTR. 35,GELDERNSTR. 35,50739,KOELN,KLN,Koeln,Kln,GERMANY,DE,+49 221 17750,+49 221 1775399,,Active,,,Limited liability company - GmbH,1923-05-17,1923.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,Creditreform Germany,C,LARGE,,Eingetragener Gegenstand:Abwicklung der gegenber der Campina u.a. bestehenden Milchanlieferungsverpflichtung der Mitglieder der Campina u.a. und die Betreuung derselben einschlielich dazugehriger Manahmen nach Magabe des Status der Campina u.a. und der hierzu erlassenen Lieferbedingungen sowie der einschlgigen deutschen und europischen Gesetze und Verordnungen,82991,8299 VL,Other business support service activities nec (Very Large Companies),42395.0,,17/05/1923,MILCHVERWALTUNG FRICAMP GERMANY GMBH
30,BE0478847725,BELGIUM,Unconsolidated data,2008-12-31,2008.0,Local GAAP,12.0,0.0,EUR,1.391699314,1.0,40.0,0.0,0.0,40.0,830315.0,0.0,624166.0,206149.0,2723.0,830355.0,150467.0,62000.0,88467.0,0.0,0.0,0.0,0.0,679888.0,267.0,659318.0,20303.0,830355.0,-35152.0,150427.0,,1.0,8010230.0,8010230.0,,,,26298.0,1401.0,1358.0,43.0,26341.0,9028.0,17313.0,,,,17313.0,,7431446.0,92168.0,,1316.0,,,,26298.0,,17.51,18.38,3.17,,0.33,,,0.33,53.24,19.98,,28.0,30.0,,1.22,1.22,,18.12,0.18,26.0,8010.0,1.15,92.0,150.0,-35.0,830.0,LARGE,BE0478847725,BE0478847725U,2.115.447.660,FRIESLANDCAMPINA,FRIESLANDCAMPINA,VENECOLAAN 17,VENECOLAAN 17,9880,AALTER,AALTER,Ghent,Ghent,BELGIUM,BE,+32 14 65 50 27,+32 14 65 92 56,,Active,,,Cooperative company with limited liability - SCRL/CVBA,2002-11-22,2002.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,National Bank of Belgium,C,LARGE,,,46331,4633 VL,"Wholesale of dairy products, eggs and edible oils and fats (Very Large Companies)",1555.0,,22/11/2002,FRICAMP
31,BE0478847725,BELGIUM,Unconsolidated data,2009-12-31,2009.0,Local GAAP,12.0,0.0,EUR,1.440600395,1.0,40.0,0.0,0.0,40.0,993882.0,0.0,716322.0,277560.0,8977.0,993922.0,168795.0,62000.0,106795.0,0.0,0.0,0.0,0.0,825127.0,387.0,733760.0,90980.0,993922.0,-17438.0,168755.0,,1.0,6371866.0,6371866.0,,,,26395.0,1890.0,1771.0,119.0,26514.0,8186.0,18328.0,,,,18329.0,,5753347.0,97126.0,,1771.0,,,,26395.0,,15.71,16.76,2.67,,0.42,,,0.41,37.75,14.9,,40.0,41.0,,1.21,1.21,,16.98,0.23,27.0,6372.0,1.52,97.0,169.0,-17.0,994.0,LARGE,BE0478847725,BE0478847725U,2.115.447.660,FRIESLANDCAMPINA,FRIESLANDCAMPINA,VENECOLAAN 17,VENECOLAAN 17,9880,AALTER,AALTER,Ghent,Ghent,BELGIUM,BE,+32 14 65 50 27,+32 14 65 92 56,,Active,,,Cooperative company with limited liability - SCRL/CVBA,2002-11-22,2002.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,National Bank of Belgium,C,LARGE,,,46331,4633 VL,"Wholesale of dairy products, eggs and edible oils and fats (Very Large Companies)",1555.0,,22/11/2002,FRICAMP
32,BE0478847725,BELGIUM,Unconsolidated data,2010-12-31,2010.0,Local GAAP,12.0,0.0,EUR,1.336898446,1.0,40.0,0.0,0.0,40.0,1134125.0,0.0,872741.0,261385.0,99599.0,1134165.0,187910.0,62000.0,125910.0,0.0,0.0,0.0,0.0,946255.0,0.0,854333.0,91923.0,1134165.0,18408.0,187870.0,,1.0,8086913.0,8086913.0,,,,29464.0,256.0,1848.0,-1592.0,27873.0,8758.0,19115.0,,,,19114.0,,7451778.0,95735.0,,1848.0,,,,29464.0,,14.83,15.82,2.46,,0.35,,,0.36,43.04,15.94,,39.0,38.0,,1.2,1.2,,16.57,0.0,28.0,8087.0,1.18,96.0,188.0,18.0,1134.0,LARGE,BE0478847725,BE0478847725U,2.115.447.660,FRIESLANDCAMPINA,FRIESLANDCAMPINA,VENECOLAAN 17,VENECOLAAN 17,9880,AALTER,AALTER,Ghent,Ghent,BELGIUM,BE,+32 14 65 50 27,+32 14 65 92 56,,Active,,,Cooperative company with limited liability - SCRL/CVBA,2002-11-22,2002.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,National Bank of Belgium,C,LARGE,,,46331,4633 VL,"Wholesale of dairy products, eggs and edible oils and fats (Very Large Companies)",1555.0,,22/11/2002,FRICAMP
33,BE0478847725,BELGIUM,Unconsolidated data,2011-12-31,2011.0,Local GAAP,12.0,0.0,EUR,1.293899894,1.0,40.0,0.0,0.0,40.0,1120464.0,0.0,890188.0,230275.0,6059.0,1120504.0,203046.0,62000.0,141046.0,0.0,0.0,0.0,0.0,917458.0,0.0,862399.0,55059.0,1120504.0,27789.0,203006.0,,1.0,9553065.0,9553065.0,,,,21056.0,2655.0,1636.0,1019.0,22075.0,6939.0,15136.0,,,,15137.0,,8900657.0,99433.0,,1635.0,,,,21056.0,,10.87,11.68,1.97,,0.23,,,0.22,47.05,12.88,,34.0,32.0,,1.22,1.22,,18.12,0.0,22.0,9553.0,1.04,99.0,203.0,28.0,1121.0,LARGE,BE0478847725,BE0478847725U,2.115.447.660,FRIESLANDCAMPINA,FRIESLANDCAMPINA,VENECOLAAN 17,VENECOLAAN 17,9880,AALTER,AALTER,Ghent,Ghent,BELGIUM,BE,+32 14 65 50 27,+32 14 65 92 56,,Active,,,Cooperative company with limited liability - SCRL/CVBA,2002-11-22,2002.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,National Bank of Belgium,C,LARGE,,,46331,4633 VL,"Wholesale of dairy products, eggs and edible oils and fats (Very Large Companies)",1555.0,,22/11/2002,FRICAMP
34,BE0478847725,BELGIUM,Unconsolidated data,2012-12-31,2012.0,Local GAAP,12.0,0.0,EUR,1.319399953,1.0,40.0,0.0,0.0,40.0,1134931.0,0.0,934699.0,200232.0,41654.0,1134971.0,219798.0,62000.0,157798.0,0.0,0.0,0.0,0.0,915173.0,0.0,886696.0,28477.0,1134971.0,48003.0,219758.0,,1.0,9103345.0,9103345.0,,,,25836.0,868.0,1669.0,-801.0,25035.0,8283.0,16752.0,,,,16752.0,,8380267.0,134130.0,,1669.0,,,,25836.0,,11.39,12.15,2.21,,0.28,,,0.28,41.42,15.48,,37.0,35.0,,1.24,1.24,,19.37,0.0,25.0,9103.0,1.47,134.0,220.0,48.0,1135.0,LARGE,BE0478847725,BE0478847725U,2.115.447.660,FRIESLANDCAMPINA,FRIESLANDCAMPINA,VENECOLAAN 17,VENECOLAAN 17,9880,AALTER,AALTER,Ghent,Ghent,BELGIUM,BE,+32 14 65 50 27,+32 14 65 92 56,,Active,,,Cooperative company with limited liability - SCRL/CVBA,2002-11-22,2002.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,National Bank of Belgium,C,LARGE,,,46331,4633 VL,"Wholesale of dairy products, eggs and edible oils and fats (Very Large Companies)",1555.0,,22/11/2002,FRICAMP
35,BE0478847725,BELGIUM,Unconsolidated data,2013-12-31,2013.0,Local GAAP,12.0,0.0,EUR,1.379099965,1.0,0.0,,,,1265515.0,0.0,1039302.0,226212.0,,1265515.0,206126.0,62000.0,144126.0,0.0,0.0,0.0,0.0,1059389.0,0.0,1056396.0,2993.0,1265515.0,-17094.0,206126.0,,,10622718.0,10120976.0,,,,-13664.0,713.0,721.0,-8.0,-13672.0,,-13672.0,,,,-13672.0,,10121355.0,,,240.0,,,,-13664.0,,-6.63,-6.52,-1.08,,-0.13,,,-0.13,51.54,-56.93,,35.0,36.0,,1.2,1.2,,16.29,0.0,,,,,,,,LARGE,BE0478847725,BE0478847725U,2.115.447.660,FRIESLANDCAMPINA,FRIESLANDCAMPINA,VENECOLAAN 17,VENECOLAAN 17,9880,AALTER,AALTER,Ghent,Ghent,BELGIUM,BE,+32 14 65 50 27,+32 14 65 92 56,,Active,,,Cooperative company with limited liability - SCRL/CVBA,2002-11-22,2002.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,National Bank of Belgium,C,LARGE,,,46331,4633 VL,"Wholesale of dairy products, eggs and edible oils and fats (Very Large Companies)",1555.0,,22/11/2002,FRICAMP
36,BE0478847725,BELGIUM,Unconsolidated data,2014-12-31,2014.0,Local GAAP,12.0,0.0,EUR,1.214100599,1.0,0.0,,,,1024170.0,0.0,763251.0,260919.0,,1024170.0,207186.0,62000.0,145186.0,0.0,0.0,0.0,0.0,816984.0,0.0,813727.0,3257.0,1024170.0,-50476.0,207186.0,,,10822956.0,10322479.0,,,,1229.0,437.0,605.0,-168.0,1060.0,,1060.0,,,,1060.0,,10322479.0,,,,,,,1229.0,,0.51,,0.1,,0.01,,,0.01,52.24,,,25.0,27.0,,1.25,1.25,,20.23,0.0,,,,,,,,LARGE,BE0478847725,BE0478847725U,2.115.447.660,FRIESLANDCAMPINA,FRIESLANDCAMPINA,VENECOLAAN 17,VENECOLAAN 17,9880,AALTER,AALTER,Ghent,Ghent,BELGIUM,BE,+32 14 65 50 27,+32 14 65 92 56,,Active,,,Cooperative company with limited liability - SCRL/CVBA,2002-11-22,2002.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,National Bank of Belgium,C,LARGE,,,46331,4633 VL,"Wholesale of dairy products, eggs and edible oils and fats (Very Large Companies)",1555.0,,22/11/2002,FRICAMP
37,BE0478847725,BELGIUM,Unconsolidated data,2015-12-31,2015.0,Local GAAP,12.0,0.0,EUR,1.088699937,1.0,0.0,,,,1120376.0,0.0,854451.0,265925.0,,1120376.0,208748.0,62000.0,146748.0,0.0,0.0,0.0,0.0,911627.0,0.0,907554.0,4074.0,1120376.0,-53103.0,208749.0,,,9708266.0,9213565.0,,,,2047.0,78.0,563.0,-485.0,1562.0,,1562.0,,,,1562.0,,9213565.0,,,,,,,2047.0,,0.75,,0.14,,0.02,,,0.02,46.51,,,32.0,34.0,,1.23,1.23,,18.63,0.0,,,,,,,,LARGE,BE0478847725,BE0478847725U,2.115.447.660,FRIESLANDCAMPINA,FRIESLANDCAMPINA,VENECOLAAN 17,VENECOLAAN 17,9880,AALTER,AALTER,Ghent,Ghent,BELGIUM,BE,+32 14 65 50 27,+32 14 65 92 56,,Active,,,Cooperative company with limited liability - SCRL/CVBA,2002-11-22,2002.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,National Bank of Belgium,C,LARGE,,,46331,4633 VL,"Wholesale of dairy products, eggs and edible oils and fats (Very Large Companies)",1555.0,,22/11/2002,FRICAMP
38,BE0478847725,BELGIUM,Unconsolidated data,2016-12-31,2016.0,Local GAAP,12.0,0.0,EUR,1.05409956,1.0,0.0,,,,1431559.0,0.0,1154946.0,276613.0,,1431559.0,210313.0,62000.0,148313.0,0.0,0.0,0.0,0.0,1221246.0,0.0,1216841.0,4405.0,1431559.0,-61895.0,210313.0,,,10490478.0,9916147.0,,,,2765.0,,1201.0,-1201.0,1565.0,,1565.0,0.0,0.0,0.0,1565.0,,9916147.0,,,516.0,,,,2765.0,,0.74,0.99,0.11,,0.02,,,0.03,49.88,5.36,,40.0,42.0,,1.17,1.17,,14.69,0.0,,,,,,,,LARGE,BE0478847725,BE0478847725U,2.115.447.660,FRIESLANDCAMPINA,FRIESLANDCAMPINA,VENECOLAAN 17,VENECOLAAN 17,9880,AALTER,AALTER,Ghent,Ghent,BELGIUM,BE,+32 14 65 50 27,+32 14 65 92 56,,Active,,,Cooperative company with limited liability - SCRL/CVBA,2002-11-22,2002.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,National Bank of Belgium,C,LARGE,,,46331,4633 VL,"Wholesale of dairy products, eggs and edible oils and fats (Very Large Companies)",1555.0,,22/11/2002,FRICAMP
39,BE0478847725,BELGIUM,Unconsolidated data,2017-12-31,2017.0,Local GAAP,12.0,0.0,EUR,1.199299574,1.0,0.0,,,,1629105.0,0.0,1388999.0,240105.0,76046.0,1629105.0,224220.0,62000.0,162220.0,0.0,0.0,0.0,0.0,1404885.0,0.0,1396832.0,8054.0,1629105.0,-7833.0,224220.0,,,14798920.0,14785660.0,,,,15206.0,,882.0,-882.0,14324.0,418.0,13906.0,0.0,0.0,0.0,13907.0,,14738249.0,1269.0,,533.0,,,,15206.0,,6.39,6.63,0.88,,0.1,,,0.1,66.0,28.53,,34.0,34.0,,1.16,1.16,,13.76,0.0,,,0.01,,,,,LARGE,BE0478847725,BE0478847725U,2.115.447.660,FRIESLANDCAMPINA,FRIESLANDCAMPINA,VENECOLAAN 17,VENECOLAAN 17,9880,AALTER,AALTER,Ghent,Ghent,BELGIUM,BE,+32 14 65 50 27,+32 14 65 92 56,,Active,,,Cooperative company with limited liability - SCRL/CVBA,2002-11-22,2002.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,National Bank of Belgium,C,LARGE,,,46331,4633 VL,"Wholesale of dairy products, eggs and edible oils and fats (Very Large Companies)",1555.0,,22/11/2002,FRICAMP
