,idnr,country,repbas,closdate,closdate_year,accpra,months,unit,currency,exchrate,exchrate2,fias,ifas,tfas,ofas,cuas,stok,debt,ocas,cash,toas,shfd,capi,osfd,ncli,ltdb,oncl,prov,culi,loan,cred,ocli,tshf,wkca,ncas,enva,empl,opre,turn,cost,gros,oope,oppl,fire,fiex,fipl,plbt,taxa,plat,exre,exex,extr,pl,expt,mate,staf,depr,inte,rd,cf,av,ebit,ebta,rshf,rcem,rtas,cfop,prma,grma,etma,ebma,nat,ic,stot,coll,crpe,exop,curr,liqr,shlq,solr,gear,ppe,tpe,sct,ace,sfpe,wcpe,tape,compcat,idnr,accnr,ofnbr,name,name_nat,address,address_nat,zipcode,city,city_nat,region,region_nat,country,cntrycde,phone,fax,email,lstatus,statusdate,statusdate_year,type,dateinc,dateinc_year,quoted,repbas_header,consol,typacc,lastyear,numyears,updnum,ipsource,indepind,compcat,trdesen,tradedes,pgid,pgname,pgdesc,pgsize,statusdate_char,dateinc_char,name_short
10,SE5568603863,SWEDEN,Unconsolidated data,2014-12-31,2014.0,Local GAAP,12.0,0.0,SEK,0.129255742,0.106462135,0.0,,,,2801000.0,0.0,0.0,2801000.0,1673000.0,2801000.0,2117000.0,50000.0,2067000.0,0.0,,,,684000.0,0.0,17000.0,667000.0,2801000.0,-17000.0,2117000.0,,3.0,3960000.0,3960000.0,,,,838000.0,1000.0,10000.0,-9000.0,829000.0,193000.0,636000.0,,,,636000.0,,,2229000.0,,10000.0,,,,838000.0,,39.16,39.63,29.6,,20.93,,,21.16,1.87,83.8,,0.0,2.0,,4.09,4.09,,75.58,0.0,276.0,1320.0,56.29,743.0,706.0,-6.0,934.0,SMALL,SE5568603863,SE5568603863U,556860-3863,FRIESLANDCAMPINA SWEDEN AB,FRIESLANDCAMPINA SWEDEN AB,C/O MAZAR SET REVISIONSBYRAA AB  BOX 4211,C/O MAZAR SET REVISIONSBYR AB  BOX 4211,203 13,MALMO,MALM,Stockholm,Stockholm,SWEDEN,SE,+46 73 5191043,,,Active,,,Private limited liability company - AB,,2011.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,6.0,2942.0,UC AB,D,SMALL,,Bolaget ska bedriva handel och frsljning av livsmedel samtdrmed frenlig verksamhet.,46172,4617 LA,"Agents involved in the sale of food, beverages and tobacco (Large Companies)",4260.0,,08/2011,FRICAMP SWEDEN AB
11,SE5568603863,SWEDEN,Unconsolidated data,2015-12-31,2015.0,Local GAAP,12.0,0.0,SEK,0.118472181,0.108819866,0.0,,,,3350000.0,0.0,0.0,3350000.0,2417000.0,3350000.0,2727000.0,50000.0,2677000.0,,,,,624000.0,0.0,21000.0,603000.0,3350000.0,-21000.0,2726000.0,,3.0,3780000.0,3780000.0,,,,798000.0,2000.0,2000.0,0.0,798000.0,188000.0,610000.0,,,,610000.0,,,2065000.0,,2000.0,,,,798000.0,,29.26,,23.82,,21.11,,,21.11,,399.0,,0.0,2.0,,5.37,5.37,,81.4,,266.0,1260.0,54.63,688.0,909.0,-7.0,1117.0,SMALL,SE5568603863,SE5568603863U,556860-3863,FRIESLANDCAMPINA SWEDEN AB,FRIESLANDCAMPINA SWEDEN AB,C/O MAZAR SET REVISIONSBYRAA AB  BOX 4211,C/O MAZAR SET REVISIONSBYR AB  BOX 4211,203 13,MALMO,MALM,Stockholm,Stockholm,SWEDEN,SE,+46 73 5191043,,,Active,,,Private limited liability company - AB,,2011.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,6.0,2942.0,UC AB,D,SMALL,,Bolaget ska bedriva handel och frsljning av livsmedel samtdrmed frenlig verksamhet.,46172,4617 LA,"Agents involved in the sale of food, beverages and tobacco (Large Companies)",4260.0,,08/2011,FRICAMP SWEDEN AB
12,SE5568603863,SWEDEN,Unconsolidated data,2016-12-31,2016.0,Local GAAP,12.0,0.0,SEK,0.110348478,0.104685062,0.0,,,,4247000.0,0.0,0.0,4247000.0,500000.0,4247000.0,3377000.0,50000.0,3327000.0,,,,,869000.0,,103000.0,767000.0,4247000.0,-103000.0,3378000.0,,4.0,4453000.0,4453000.0,,,,864000.0,2000.0,4000.0,-2000.0,862000.0,211000.0,651000.0,,,,651000.0,,,2584000.0,,4000.0,,,,864000.0,,25.53,,20.3,,19.36,,,19.4,,216.0,,0.0,8.0,,4.89,4.89,,79.52,,216.0,1113.0,58.03,646.0,844.0,-26.0,1062.0,SMALL,SE5568603863,SE5568603863U,556860-3863,FRIESLANDCAMPINA SWEDEN AB,FRIESLANDCAMPINA SWEDEN AB,C/O MAZAR SET REVISIONSBYRAA AB  BOX 4211,C/O MAZAR SET REVISIONSBYR AB  BOX 4211,203 13,MALMO,MALM,Stockholm,Stockholm,SWEDEN,SE,+46 73 5191043,,,Active,,,Private limited liability company - AB,,2011.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,6.0,2942.0,UC AB,D,SMALL,,Bolaget ska bedriva handel och frsljning av livsmedel samtdrmed frenlig verksamhet.,46172,4617 LA,"Agents involved in the sale of food, beverages and tobacco (Large Companies)",4260.0,,08/2011,FRICAMP SWEDEN AB
13,SE5568603863,SWEDEN,Unconsolidated data,2017-12-31,2017.0,Local GAAP,12.0,0.0,SEK,0.121832356,0.101586258,0.0,,,,5218000.0,0.0,0.0,5218000.0,500000.0,5218000.0,4098000.0,50000.0,4048000.0,0.0,,,,1120000.0,0.0,231000.0,889000.0,5218000.0,-231000.0,4098000.0,,5.0,6649000.0,6649000.0,,,,1011000.0,,49000.0,-49000.0,963000.0,242000.0,721000.0,,,,721000.0,,,3512000.0,,49000.0,,,,1011000.0,,23.5,24.7,18.46,,14.48,,,15.21,1.62,20.63,,0.0,13.0,,4.66,4.66,,78.54,0.0,193.0,1330.0,52.82,702.0,820.0,-46.0,1044.0,SMALL,SE5568603863,SE5568603863U,556860-3863,FRIESLANDCAMPINA SWEDEN AB,FRIESLANDCAMPINA SWEDEN AB,C/O MAZAR SET REVISIONSBYRAA AB  BOX 4211,C/O MAZAR SET REVISIONSBYR AB  BOX 4211,203 13,MALMO,MALM,Stockholm,Stockholm,SWEDEN,SE,+46 73 5191043,,,Active,,,Private limited liability company - AB,,2011.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,6.0,2942.0,UC AB,D,SMALL,,Bolaget ska bedriva handel och frsljning av livsmedel samtdrmed frenlig verksamhet.,46172,4617 LA,"Agents involved in the sale of food, beverages and tobacco (Large Companies)",4260.0,,08/2011,FRICAMP SWEDEN AB
14,DK33862423,DENMARK,Unconsolidated data,2013-12-31,2013.0,Local GAAP,12.0,0.0,DKK,0.184750676,0.133964673,0.0,,,,2448000.0,0.0,0.0,2448000.0,636000.0,2448000.0,1463000.0,80000.0,1383000.0,0.0,,,,985000.0,0.0,118000.0,867000.0,2448000.0,-118000.0,1463000.0,,,,,,4365000.0,3241000.0,1124000.0,,73000.0,-73000.0,1051000.0,273000.0,778000.0,,,,778000.0,,,3241000.0,,73000.0,,,,1124000.0,,71.84,76.83,42.93,,,,,,,15.4,,,,,2.49,2.49,,59.76,0.0,,,,,,,,SMALL,DK33862423,DK33862423U,33862423,FRIESLANDCAMPINA DENMARK APS,FRIESLANDCAMPINA DENMARK APS,BEIERHOLM STATSAUTORISERET REVISION  KNUD HOEJGAARDS VEJ 9,BEIERHOLM STATSAUTORISERET REVISION  KNUD HJGAARDS VEJ 9,2860,SOEBORG,SBORG,Gladsa,Gladsa,DENMARK,DK,,,,Active,,,Private limited company - ApS,2011-07-26,2011.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,5.0,2942.0,Experian,D,SMALL,,,10843,1084 ME,Manufacture of condiments and seasonings (Medium Companies),709.0,,26/07/2011,FRICAMP DENMARK APS
15,DK33862423,DENMARK,Unconsolidated data,2014-12-31,2014.0,Local GAAP,12.0,0.0,DKK,0.163361326,0.134553369,0.0,,,,3476000.0,0.0,0.0,3476000.0,2023000.0,3476000.0,2222000.0,80000.0,2142000.0,0.0,,,,1254000.0,0.0,146000.0,1108000.0,3476000.0,-146000.0,2222000.0,,,,,,4895000.0,3873000.0,1022000.0,,5000.0,-5000.0,1017000.0,258000.0,759000.0,,,,759000.0,,,3873000.0,,5000.0,,,,1022000.0,,45.77,46.0,29.26,,,,,,,204.4,,,,,2.77,2.77,,63.92,0.0,,,,,,,,SMALL,DK33862423,DK33862423U,33862423,FRIESLANDCAMPINA DENMARK APS,FRIESLANDCAMPINA DENMARK APS,BEIERHOLM STATSAUTORISERET REVISION  KNUD HOEJGAARDS VEJ 9,BEIERHOLM STATSAUTORISERET REVISION  KNUD HJGAARDS VEJ 9,2860,SOEBORG,SBORG,Gladsa,Gladsa,DENMARK,DK,,,,Active,,,Private limited company - ApS,2011-07-26,2011.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,5.0,2942.0,Experian,D,SMALL,,,10843,1084 ME,Manufacture of condiments and seasonings (Medium Companies),709.0,,26/07/2011,FRICAMP DENMARK APS
16,DK33862423,DENMARK,Unconsolidated data,2015-12-31,2015.0,Local GAAP,12.0,0.0,DKK,0.146412879,0.134484144,0.0,,,,4317000.0,0.0,0.0,4317000.0,3234000.0,4317000.0,3149000.0,80000.0,3069000.0,0.0,,,,1168000.0,0.0,99000.0,1069000.0,4317000.0,-99000.0,3149000.0,,,,,,5113000.0,3878000.0,1235000.0,,10000.0,-10000.0,1225000.0,297000.0,928000.0,,,,927000.0,,,3878000.0,,10000.0,,,,1235000.0,,38.9,39.22,28.38,,,,,,,123.5,,,,,3.7,3.7,,72.94,0.0,,,,,,,,SMALL,DK33862423,DK33862423U,33862423,FRIESLANDCAMPINA DENMARK APS,FRIESLANDCAMPINA DENMARK APS,BEIERHOLM STATSAUTORISERET REVISION  KNUD HOEJGAARDS VEJ 9,BEIERHOLM STATSAUTORISERET REVISION  KNUD HJGAARDS VEJ 9,2860,SOEBORG,SBORG,Gladsa,Gladsa,DENMARK,DK,,,,Active,,,Private limited company - ApS,2011-07-26,2011.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,5.0,2942.0,Experian,D,SMALL,,,10843,1084 ME,Manufacture of condiments and seasonings (Medium Companies),709.0,,26/07/2011,FRICAMP DENMARK APS
17,DK33862423,DENMARK,Unconsolidated data,2016-12-31,2016.0,Local GAAP,12.0,0.0,DKK,0.141787663,0.134510694,0.0,,,,5932000.0,0.0,0.0,5932000.0,498000.0,5932000.0,3793000.0,80000.0,3713000.0,0.0,,,,2139000.0,,104000.0,2034000.0,5932000.0,-104000.0,3793000.0,,6.0,,,,5994000.0,5116000.0,878000.0,,29000.0,-29000.0,849000.0,205000.0,644000.0,,,,644000.0,,,5116000.0,,29000.0,,,,878000.0,,22.38,23.15,14.31,,,,,,,30.28,,,,,2.77,2.77,,63.94,,142.0,,,853.0,632.0,-17.0,989.0,SMALL,DK33862423,DK33862423U,33862423,FRIESLANDCAMPINA DENMARK APS,FRIESLANDCAMPINA DENMARK APS,BEIERHOLM STATSAUTORISERET REVISION  KNUD HOEJGAARDS VEJ 9,BEIERHOLM STATSAUTORISERET REVISION  KNUD HJGAARDS VEJ 9,2860,SOEBORG,SBORG,Gladsa,Gladsa,DENMARK,DK,,,,Active,,,Private limited company - ApS,2011-07-26,2011.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,5.0,2942.0,Experian,D,SMALL,,,10843,1084 ME,Manufacture of condiments and seasonings (Medium Companies),709.0,,26/07/2011,FRICAMP DENMARK APS
18,DK33862423,DENMARK,Unconsolidated data,2017-12-31,2017.0,Local GAAP,12.0,0.0,DKK,0.161090255,0.13432028,0.0,,,,6001000.0,,,6000000.0,415000.0,6001000.0,4584000.0,80000.0,4504000.0,0.0,,,,1417000.0,0.0,41000.0,1376000.0,6001000.0,,4584000.0,,3.0,,,,4402000.0,3293000.0,1109000.0,,90000.0,-90000.0,1019000.0,228000.0,791000.0,,,,791000.0,,,3293000.0,,90000.0,,,,1109000.0,,22.23,24.19,16.98,,,,,,,12.32,,,,,4.24,,,76.39,0.0,340.0,,,1098.0,1528.0,,2000.0,SMALL,DK33862423,DK33862423U,33862423,FRIESLANDCAMPINA DENMARK APS,FRIESLANDCAMPINA DENMARK APS,BEIERHOLM STATSAUTORISERET REVISION  KNUD HOEJGAARDS VEJ 9,BEIERHOLM STATSAUTORISERET REVISION  KNUD HJGAARDS VEJ 9,2860,SOEBORG,SBORG,Gladsa,Gladsa,DENMARK,DK,,,,Active,,,Private limited company - ApS,2011-07-26,2011.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,5.0,2942.0,Experian,D,SMALL,,,10843,1084 ME,Manufacture of condiments and seasonings (Medium Companies),709.0,,26/07/2011,FRICAMP DENMARK APS
19,FI26910467,FINLAND,Limited Fin. Data,,2015.0,Local GAAP,12.0,0.0,EUR,1.088699937,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,SMALL,FI26910467,FI26910467U,2691046-7,FRIESLANDCAMPINA CONSUMER PRODUCTS EUROPE B.V.,FRIESLANDCAMPINA CONSUMER PRODUCTS EUROPE B.V.,,,,,,,,FINLAND,FI,+32 497024108,,debbie.geens@frieslandcampina.com,Active,,,Foreign company,,,No,Limited Fin. Data,LF,Limited Fin. Data,2017.0,3.0,2942.0,Suomen Asiakastieto,D,SMALL,,,46334,4633 SM,"Wholesale of dairy products, eggs and edible oils and fats (Small Companies)",6220.0,,,FRICAMP CONSUMER PRODUCTS EUROPE B.V.
20,FI26910467,FINLAND,Limited Fin. Data,,2016.0,Local GAAP,12.0,0.0,EUR,1.05409956,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,SMALL,FI26910467,FI26910467U,2691046-7,FRIESLANDCAMPINA CONSUMER PRODUCTS EUROPE B.V.,FRIESLANDCAMPINA CONSUMER PRODUCTS EUROPE B.V.,,,,,,,,FINLAND,FI,+32 497024108,,debbie.geens@frieslandcampina.com,Active,,,Foreign company,,,No,Limited Fin. Data,LF,Limited Fin. Data,2017.0,3.0,2942.0,Suomen Asiakastieto,D,SMALL,,,46334,4633 SM,"Wholesale of dairy products, eggs and edible oils and fats (Small Companies)",6220.0,,,FRICAMP CONSUMER PRODUCTS EUROPE B.V.
21,FI26910467,FINLAND,Limited Fin. Data,,2017.0,Local GAAP,12.0,0.0,EUR,1.199299574,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,SMALL,FI26910467,FI26910467U,2691046-7,FRIESLANDCAMPINA CONSUMER PRODUCTS EUROPE B.V.,FRIESLANDCAMPINA CONSUMER PRODUCTS EUROPE B.V.,,,,,,,,FINLAND,FI,+32 497024108,,debbie.geens@frieslandcampina.com,Active,,,Foreign company,,,No,Limited Fin. Data,LF,Limited Fin. Data,2017.0,3.0,2942.0,Suomen Asiakastieto,D,SMALL,,,46334,4633 SM,"Wholesale of dairy products, eggs and edible oils and fats (Small Companies)",6220.0,,,FRICAMP CONSUMER PRODUCTS EUROPE B.V.
